Position,Clean sheets,Goals conceded,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Recoveries,Successful 50/50s,Own goals,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Goals per match,Shots,Shooting accuracy %,Saves,Penalties saved,age,value_eur,overall,Arial Saves,Duels %,Aerial battles %
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,1400000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,19.0,47,11.0,12.0,19.0,82.0,0.0,0.0,2,674,33.7,3.0,72.0,15,5.0,30.0,5,0,9,2.0,2,0.1,26.0,35,0.0,0.0,27,68000000,88,0.0,37.34939759036145,37.5
Defender,11.0,41.0,48.0,71,1.0,57.0,255.0,230.0,6.0,1.0,1,2491,65.55,0.0,8.0,13,1.0,116.0,8,1,35,2.0,1,0.0,0.0,0,0.0,0.0,31,9500000,79,0.0,63.109756097560975,64.14141414141415
Goalkeeper,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,1.0,0.0,30,10000000,80,1.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,130000,55,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,4500000,72,0.0,0.0,0.0
Defender,8.0,42.0,42.0,60,2.0,24.0,291.0,128.0,10.0,1.0,2,1110,34.69,2.0,29.0,17,0.0,100.0,8,0,17,2.0,2,0.0,0.0,0,0.0,0.0,30,6000000,76,0.0,56.89655172413793,54.464285714285715
Midfielder,0.0,0.0,36.0,69,12.0,24.0,28.0,169.0,44.0,0.0,2,999,33.3,5.0,149.0,22,3.0,38.0,8,0,25,1.0,5,0.17,31.0,35,0.0,0.0,27,4500000,73,0.0,48.52320675105485,35.8974358974359
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,2600000,73,0.0,0.0,0.0
Goalkeeper,9.0,64.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1089,28.66,0.0,0.0,0,0.0,323.0,1,0,2,0.0,0,0.0,0.0,0,117.0,1.0,36,2500000,80,48.0,0.0,0.0
Defender,1.0,1.0,1.0,100,0.0,4.0,1.0,7.0,1.0,0.0,0,64,21.33,0.0,2.0,50,0.0,3.0,1,0,5,1.0,0,0.0,0.0,0,0.0,0.0,21,5500000,73,0.0,21.428571428571427,33.333333333333336
Defender,0.0,6.0,1.0,0,0.0,2.0,2.0,4.0,2.0,0.0,0,10,3.33,0.0,1.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,6500000,74,0.0,60.0,0.0
Defender,0.0,3.0,7.0,43,0.0,1.0,3.0,9.0,2.0,0.0,0,56,14.0,0.0,0.0,0,0.0,2.0,1,0,2,0.0,0,0.0,0.0,0,0.0,0.0,21,9000000,74,0.0,63.1578947368421,75.0
Defender,1.0,21.0,13.0,69,3.0,20.0,106.0,62.0,4.0,0.0,0,520,34.67,1.0,16.0,19,0.0,30.0,3,1,7,0.0,0,0.0,0.0,0,0.0,0.0,34,2500000,75,0.0,55.0,60.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,3500000,72,0.0,0.0,0.0
Midfielder,0.0,0.0,12.0,50,10.0,15.0,28.0,97.0,12.0,0.0,4,770,27.5,5.0,174.0,16,2.0,27.0,2,0,10,1.0,1,0.04,27.0,44,0.0,0.0,25,21500000,81,0.0,44.89795918367347,19.35483870967742
Defender,6.0,39.0,82.0,68,2.0,24.0,96.0,113.0,11.0,0.0,3,856,31.7,3.0,59.0,25,0.0,31.0,7,0,25,0.0,0,0.0,0.0,0,0.0,0.0,26,6000000,74,0.0,56.22641509433962,50.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.5,0.0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,27,900000,68,0.0,0.0,0.0
Defender,2.0,10.0,14.0,64,1.0,17.0,36.0,45.0,2.0,0.0,0,563,51.18,0.0,16.0,13,0.0,26.0,0,0,2,1.0,0,0.0,0.0,0,0.0,0.0,33,1800000,73,0.0,49.29577464788732,51.351351351351354
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,9000000,76,0.0,0.0,0.0
Forward,0.0,0.0,17.0,0,20.0,11.0,12.0,0.0,0.0,0.0,7,609,17.91,4.0,6.0,0,0.0,0.0,3,0,27,19.0,14,0.41,101.0,48,0.0,0.0,22,31000000,82,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,525000,61,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,575000,65,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,14,14.0,0.0,0.0,0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,725000,63,0.0,50.0,0.0
Forward,0.0,0.0,12.0,0,5.0,2.0,17.0,0.0,0.0,0.0,2,145,7.25,2.0,3.0,0,0.0,0.0,2,0,6,2.0,4,0.2,23.0,43,0.0,0.0,28,8000000,76,0.0,0.0,0.0
Goalkeeper,2.0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,456,25.33,0.0,0.0,0,0.0,76.0,1,0,1,0.0,0,0.0,0.0,0,59.0,1.0,27,6000000,75,17.0,0.0,0.0
Midfielder,0.0,0.0,4.0,75,0.0,1.0,7.0,8.0,2.0,0.0,0,70,35.0,0.0,0.0,0,0.0,2.0,0,0,2,0.0,0,0.0,0.0,0,0.0,0.0,23,15500000,79,0.0,52.38095238095238,60.0
Midfielder,0.0,0.0,2.0,0,1.0,1.0,0.0,7.0,2.0,0.0,0,39,5.57,0.0,7.0,29,0.0,0.0,0,0,0,0.0,0,0.0,1.0,0,0.0,0.0,20,12000000,76,0.0,40.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,22,575000,63,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,6000000,74,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,2.0,0.0,6.0,1.0,0.0,0,79,11.29,0.0,2.0,0,1.0,2.0,0,0,2,0.0,0,0.0,2.0,0,0.0,0.0,19,3800000,70,0.0,50.0,66.66666666666667
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,6500000,74,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,300000,59,0.0,0.0,0.0
Forward,0.0,0.0,8.0,0,4.0,2.0,25.0,0.0,0.0,0.0,0,299,16.61,1.0,2.0,0,0.0,0.0,1,0,17,9.0,8,0.44,39.0,49,0.0,0.0,32,17500000,82,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,900000,67,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,425000,60,0.0,0.0,0.0
Defender,0.0,0.0,22.0,64,0.0,25.0,224.0,162.0,8.0,0.0,0,1660,55.33,0.0,3.0,0,1.0,95.0,3,1,15,0.0,0,0.0,15.0,40,0.0,0.0,21,3800000,71,0.0,60.0,61.111111111111114
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,1200000,66,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,1200000,67,0.0,0.0,0.0
Midfielder,0.0,0.0,26.0,38,4.0,20.0,30.0,82.0,4.0,0.0,1,520,21.67,2.0,3.0,67,1.0,17.0,3,0,21,2.0,3,0.13,13.0,46,0.0,0.0,29,6500000,75,0.0,40.828402366863905,42.857142857142854
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,850000,64,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,36,525000,72,0.0,0.0,0.0
Midfielder,0.0,0.0,12.0,50,7.0,5.0,4.0,35.0,10.0,0.0,3,291,13.86,4.0,31.0,26,1.0,10.0,1,0,2,3.0,2,0.1,23.0,35,0.0,0.0,23,9000000,75,0.0,40.476190476190474,20.0
Midfielder,0.0,0.0,29.0,66,18.0,22.0,14.0,188.0,73.0,0.0,6,1371,38.08,8.0,141.0,20,2.0,81.0,8,0,34,4.0,8,0.22,73.0,32,0.0,0.0,23,13000000,77,0.0,61.3588110403397,44.89795918367347
Forward,0.0,0.0,17.0,0,7.0,6.0,7.0,0.0,0.0,0.0,1,495,15.97,1.0,10.0,0,0.0,0.0,0,0,12,3.0,10,0.32,39.0,51,0.0,0.0,17,1500000,67,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,150000,55,0.0,0.0,0.0
Midfielder,0.0,0.0,36.0,36,9.0,9.0,9.0,83.0,6.0,0.0,4,899,31.0,10.0,146.0,32,5.0,42.0,4,0,23,8.0,2,0.07,29.0,31,0.0,0.0,28,10500000,78,0.0,41.24293785310734,38.297872340425535
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,29,22000000,83,0.0,0.0,0.0
Defender,2.0,36.0,74.0,58,2.0,49.0,88.0,104.0,23.0,0.0,2,749,29.96,1.0,91.0,16,0.0,40.0,7,0,36,2.0,0,0.0,0.0,0,0.0,0.0,24,9500000,76,0.0,48.80952380952381,41.37931034482759
Goalkeeper,2.0,25.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,231,23.1,0.0,0.0,0,0.0,43.0,0,0,0,0.0,0,0.0,0.0,0,30.0,0.0,23,8000000,76,7.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,600000,62,0.0,0.0,0.0
Forward,0.0,0.0,22.0,0,10.0,8.0,48.0,0.0,0.0,0.0,1,767,23.97,2.0,8.0,0,0.0,0.0,1,0,46,18.0,7,0.22,56.0,48,0.0,0.0,25,32000000,83,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,1000000,65,0.0,0.0,0.0
Defender,2.0,25.0,24.0,63,1.0,31.0,120.0,56.0,2.0,1.0,0,658,43.87,0.0,0.0,0,0.0,32.0,4,0,12,0.0,0,0.0,0.0,0,0.0,0.0,27,1800000,70,0.0,70.07874015748031,70.96774193548387
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,32,5500000,77,0.0,0.0,0.0
Defender,0.0,0.0,21.0,43,2.0,20.0,145.0,109.0,9.0,0.0,0,799,44.39,1.0,0.0,0,1.0,62.0,3,0,24,1.0,1,0.06,20.0,15,0.0,0.0,23,1300000,68,0.0,64.18604651162791,74.07407407407408
Goalkeeper,4.0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,527,26.35,0.0,0.0,0,0.0,118.0,0,0,1,0.0,0,0.0,0.0,0,68.0,0.0,33,8000000,80,23.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,26,3300000,72,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,28,1500000,70,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,7000000,74,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,32,850000,69,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,425000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,18.0,56,8.0,20.0,22.0,107.0,22.0,0.0,2,545,22.71,2.0,30.0,23,1.0,18.0,8,0,17,4.0,2,0.08,22.0,27,0.0,0.0,27,7000000,75,0.0,42.857142857142854,60.46511627906977
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,450000,63,0.0,0.0,0.0
Goalkeeper,0.0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,97,32.33,0.0,0.0,0,0.0,35.0,0,0,0,0.0,0,0.0,0.0,0,16.0,0.0,32,4000000,75,3.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,550000,61,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,1200000,67,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,38,775000,76,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,31,34500000,85,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,7500000,75,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,17,625000,62,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,2100000,70,0.0,0.0,0.0
Defender,1.0,9.0,4.0,50,0.0,5.0,69.0,22.0,2.0,0.0,0,351,43.88,0.0,0.0,0,0.0,20.0,1,0,4,0.0,0,0.0,0.0,0,0.0,0.0,23,10000000,76,0.0,51.02040816326531,53.333333333333336
Defender,5.0,34.0,44.0,59,1.0,34.0,134.0,126.0,10.0,0.0,3,1058,39.19,3.0,2.0,50,2.0,113.0,5,0,17,1.0,0,0.0,0.0,0,0.0,0.0,22,8000000,75,0.0,63.1578947368421,55.0
Midfielder,0.0,0.0,3.0,33,0.0,0.0,0.0,1.0,3.0,0.0,0,11,5.5,0.0,2.0,0,0.0,0.0,0,0,0,0.0,0,0.0,1.0,100,0.0,0.0,21,475000,61,0.0,77.77777777777777,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,32,600000,67,0.0,0.0,0.0
Midfielder,0.0,0.0,16.0,63,13.0,9.0,35.0,72.0,4.0,0.0,5,612,22.67,8.0,112.0,25,1.0,20.0,4,0,14,4.0,3,0.11,29.0,34,0.0,0.0,28,5500000,74,0.0,52.475247524752476,59.09090909090909
Forward,0.0,0.0,10.0,0,11.0,5.0,6.0,0.0,0.0,0.0,5,412,18.73,6.0,63.0,0,0.0,0.0,1,0,11,3.0,1,0.05,21.0,19,0.0,0.0,18,11500000,74,0.0,0.0,0.0
Midfielder,0.0,0.0,75.0,63,10.0,37.0,39.0,127.0,24.0,0.0,1,840,28.0,2.0,69.0,29,1.0,11.0,9,0,53,1.0,1,0.03,27.0,11,0.0,0.0,24,12000000,77,0.0,50.595238095238095,43.85964912280702
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,2800000,71,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,475000,62,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,575000,65,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,900000,66,0.0,0.0,0.0
Midfielder,0.0,0.0,80.0,61,10.0,46.0,72.0,326.0,40.0,0.0,1,1823,55.24,0.0,27.0,33,4.0,106.0,5,0,46,1.0,0,0.0,46.0,24,0.0,0.0,23,11500000,77,0.0,54.123711340206185,56.12244897959184
Midfielder,0.0,0.0,2.0,100,0.0,0.0,1.0,6.0,1.0,0.0,0,17,8.5,0.0,3.0,33,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,5500000,73,0.0,71.42857142857143,0.0
Forward,0.0,0.0,2.0,0,1.0,0.0,2.0,0.0,0.0,0.0,0,48,4.0,0.0,0.0,0,0.0,0.0,0,0,2,1.0,0,0.0,6.0,33,0.0,0.0,18,850000,63,0.0,0.0,0.0
Forward,0.0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,25,2.27,0.0,0.0,0,0.0,0.0,0,0,1,1.0,0,0.0,7.0,57,0.0,0.0,30,8500000,77,0.0,0.0,0.0
Forward,0.0,0.0,3.0,0,7.0,3.0,13.0,0.0,0.0,0.0,3,267,13.35,3.0,2.0,0,0.0,0.0,1,0,24,9.0,5,0.25,36.0,56,0.0,0.0,22,5500000,73,0.0,0.0,0.0
Forward,0.0,0.0,42.0,0,27.0,9.0,40.0,0.0,0.0,0.0,2,643,16.92,2.0,29.0,0,0.0,0.0,3,0,36,12.0,22,0.58,93.0,41,0.0,0.0,26,9000000,76,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,24,675000,65,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,17,3.4,0.0,2.0,0,0.0,0.0,1,0,2,0.0,0,0.0,1.0,100,0.0,0.0,23,5500000,73,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,8500000,75,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,21,775000,65,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,29,2000000,71,0.0,0.0,0.0
Forward,0.0,0.0,25.0,0,5.0,14.0,15.0,0.0,0.0,0.0,0,557,22.28,2.0,48.0,0,0.0,0.0,0,0,12,0.0,1,0.04,23.0,43,0.0,0.0,23,17000000,79,0.0,0.0,0.0
Defender,0.0,6.0,5.0,80,0.0,4.0,29.0,16.0,0.0,0.0,0,75,12.5,0.0,1.0,100,0.0,4.0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.0,36,1600000,76,0.0,77.41935483870968,78.94736842105263
Forward,0.0,0.0,8.0,0,4.0,3.0,1.0,0.0,0.0,0.0,0,112,11.2,2.0,24.0,0,0.0,0.0,0,0,2,1.0,2,0.2,12.0,17,0.0,0.0,25,8000000,75,0.0,0.0,0.0
Defender,4.0,23.0,36.0,64,6.0,22.0,32.0,104.0,30.0,0.0,2,1016,42.33,6.0,109.0,24,0.0,40.0,1,0,22,1.0,0,0.0,0.0,0,0.0,0.0,19,7000000,73,0.0,52.11864406779661,45.0
Defender,4.0,23.0,36.0,64,6.0,22.0,32.0,104.0,30.0,0.0,2,1016,42.33,6.0,109.0,24,0.0,40.0,1,0,22,1.0,0,0.0,0.0,0,0.0,0.0,25,975000,68,0.0,52.11864406779661,45.0
Defender,3.0,5.0,14.0,71,2.0,7.0,24.0,38.0,5.0,1.0,1,267,33.38,1.0,24.0,29,0.0,8.0,1,0,5,0.0,0,0.0,0.0,0,0.0,0.0,29,7500000,77,0.0,56.41025641025641,66.66666666666667
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,8500000,75,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,27,1800000,70,0.0,0.0,0.0
Defender,5.0,11.0,40.0,60,3.0,21.0,28.0,99.0,37.0,0.0,0,1010,59.41,6.0,47.0,15,0.0,38.0,4,0,17,0.0,0,0.0,0.0,0,0.0,0.0,25,36500000,84,0.0,56.830601092896174,46.34146341463415
Midfielder,0.0,0.0,93.0,54,5.0,50.0,23.0,248.0,15.0,0.0,6,1839,48.39,9.0,221.0,30,5.0,152.0,7,0,40,3.0,1,0.03,22.0,27,0.0,0.0,32,23500000,84,0.0,45.37313432835821,44.680851063829785
Midfielder,0.0,0.0,93.0,54,5.0,50.0,23.0,248.0,15.0,0.0,6,1839,48.39,9.0,221.0,30,5.0,152.0,7,0,40,3.0,1,0.03,22.0,27,0.0,0.0,21,925000,64,0.0,45.37313432835821,44.680851063829785
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,675000,63,0.0,0.0,0.0
Goalkeeper,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,23,1900000,70,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,19,300000,59,0.0,0.0,0.0
Forward,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,18,190000,56,0.0,0.0,0.0
Defender,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,20,450000,61,0.0,0.0,0.0
Midfielder,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,25,1400000,69,0.0,0.0,0.0
Midfielder,0.0,0.0,4.0,100,1.0,2.0,0.0,14.0,3.0,0.0,0,123,20.5,0.0,0.0,0,0.0,3.0,0,0,3,0.0,1,0.17,6.0,33,0.0,0.0,18,575000,61,0.0,42.857142857142854,40.0
Defender,4.0,14.0,36.0,47,1.0,11.0,40.0,64.0,8.0,1.0,1,682,52.46,1.0,37.0,19,0.0,20.0,1,0,8,1.0,0,0.0,0.0,0,0.0,0.0,21,2100000,69,0.0,54.48717948717949,40.0
